,gu,ve
0,,-0.21603499999999998
1,0.1339613468884251,0.1851375
2,-0.06710822339041489,0.14106000000000002
3,0.013793013436338375,0.2873075
4,-0.28482025119178345,0.07431750000000001
5,-0.2776180675233544,-0.19448749999999998
6,0.9083897515001362,-0.39816
7,-0.09555125414525475,-0.0498025
8,0.3117950598160676,-0.5444275000000001
9,0.09940066306304074,0.1037875
10,0.20390001344129446,0.024480000000000002
11,0.18878489356329045,-0.92347
12,0.07218894651622115,-0.3512125
13,0.29781260744232496,0.12122999999999999
14,-0.25983981365570263,0.0125725
15,0.12503851976745203,-0.05495749999999999
16,-0.12829804291811867,-0.03358
17,-0.044330589466745514,0.07416249999999999
18,-0.020071848229780406,-0.2464325
19,0.3143749202153536,0.2936125
20,,0.4642575
21,0.10392016268242694,-0.28324
22,-0.08263238211039549,-0.3813975
23,,0.3384375
24,-0.001231097820027862,0.22171749999999998
25,0.12680587889233616,0.0743125
26,0.019069569027216238,-0.23896500000000004
27,0.12082068649924818,-0.0418375
28,-0.005489321734622167,-0.214475
29,0.07272979606236236,-0.1124975
30,0.030283415762361064,-0.092805
31,-0.08195055631189328,-0.14590333333333336
32,-0.0059217511001881246,-0.24420999999999998
33,-0.0946199745037086,-0.058207499999999995
34,-0.026399462401184123,-0.020999999999999998
35,0.10816984798549971,0.06660250000000001
36,-0.03025322809497095,-0.42264
37,-0.014000564713065437,-0.16952250000000002
38,-0.05453459829020389,-0.192295
39,-0.03441179145457832,0.024010000000000004
40,0.10763966803637495,-0.1400475
41,0.05114474334147798,0.2738475
42,-0.05427653989927374,0.12150999999999999
43,0.044900273068593295,-0.117945
44,-0.00826886144357053,-0.364205
45,0.04484822927270708,-0.325455
46,-0.03430692624699837,-0.385015
47,-0.0002996303201909878,-0.18073999999999998
48,0.01049376306949932,0.20423249999999998
49,0.08223023179400185,0.0894925
50,-0.07136464607891649,-0.52435
51,-0.167378264289165,0.0030650000000000018
52,0.1228983796015095,-0.0377675
53,0.16377583057876122,0.29297
54,-0.09264958399638804,-0.1458025
55,-0.028587917586110456,0.13499
56,-0.028587917586110456,
57,-0.028587917586110456,
58,-0.028587917586110456,
59,-0.028587917586110456,
60,-0.023735158744607927,0.077055
61,-0.031478974575509744,0.6323700000000001
62,-0.025391884250513943,0.054075
63,-0.12107565076283448,0.18551
64,0.0674556044293812,0.46266
65,-0.007417804192293381,-0.0819275
66,-0.2470451396889689,-0.3965075
67,-0.12251067302751364,-0.37752
68,-0.06288461637231403,-0.33205500000000004
69,0.1845673603175084,-0.12908
70,-0.00163637236683464,0.07778
71,0.019973901983725444,-0.015120000000000005
72,0.052183647341364436,-0.1688025
73,-0.24491362828070476,-0.6103375
74,0.23274711847717014,0.17986500000000002
75,-0.07617895579775871,0.12755
76,0.23274711847717014,0.178745
77,-0.045127119424069655,0.08379
78,-0.039910908533935495,0.24344
79,-0.04814141461192005,0.1396425
80,0.04548622317982731,-0.165265
81,0.04983880093750509,-0.23278249999999998
82,0.0063386825744363995,0.048695
83,-0.15758968970458453,0.075485
84,0.01783544246845456,0.09252250000000001
85,0.10239461934553276,0.3694375
86,-0.06080994470682606,-0.1856725
87,0.07395167479246871,0.3173725
88,0.13114105756658267,-0.0574275
89,0.07259426909807909,-0.062865
90,0.07543858556285102,0.00990499999999999
91,-0.08728481989382372,
92,-0.2159998676887658,-0.024277499999999997
93,-0.07457246684828832,-0.05170500000000001
94,-0.011336721285564707,0.0158975
95,-0.08000216892392796,-0.1573975
96,0.15078599738474097,0.268095
97,0.0745082980762358,-0.12165999999999999
98,-0.09100841371853843,0.23792
99,-0.07025748364863693,0.067715
100,0.425447960413394,0.677025
101,0.682365795527208,0.5098825
102,-0.05406215085056386,-0.10737000000000001
103,-0.036816602476193824,-0.1207075
104,-0.0413624719102496,0.138145
105,-0.08474607468121348,-0.2743
106,0.011460916508162021,-0.1480975
