,Unnamed: 0,sat,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse,close_drifters_column
0,0,S3A,8,79,94.14047103085358,8.36326782978126,885051.8986275726,1543629.620555419,0.4472741337265967,2.6943185198631965,"['133666', '300234065412660', '300234065515480', '300234065515590', '300234065515680', '300234066311020', '300234066311120', '300234066311490', '300234066311900', '300234066312010']"
1,1,S3A,8,193,94.60794862071828,10.435742966838522,650148.6339016478,1194725.7346903323,0.4465687116343081,2.695023941955485,"['300234065515480', '300234065515590', '300234065515680', '300234065718110', '300234066310370', '300234066311020', '300234066311120', '300234066311240', '300234066311460', '300234066311490', '300234066311590', '300234066312020', '300234066891150']"
2,2,S3A,8,307,95.07549211474588,12.489287957263238,417331.9028785974,854253.7568147178,0.4459235207375096,2.6956691328522835,"['114737', '147122', '300234065515680', '300234065606530', '300234065718070', '300234065718110', '300234066311020', '300234066311240', '300234066891150']"
3,3,S3A,8,421,95.54320490371074,14.52079644718165,186943.59620474064,126272.3437706064,0.4434318644667041,2.698160789123089,"['300234065718070', '300234066311020']"
4,4,S3A,8,507,92.7380651706875,2.068087998168504,1598332.5897657045,2203201.928851282,0.4469590080350044,2.694633645554789,"['147133', '300234062322970', '300234065319870', '300234065605980']"
5,5,S3A,8,621,93.20562838456794,4.176031240247064,1359518.4413186328,1990944.157364674,0.4471223746567228,2.6944702789330703,"['300234063949900', '300234065618120', '300234065704460']"
6,6,S3A,8,735,93.67306171720358,6.275565555640925,1121632.9132464596,1760268.208989113,0.4471287365408071,2.694463917048986,"['300234065515550', '300234065704460', '300234065718080', '300234066312020']"
7,7,S3A,10,81,68.89348807634269,8.360202725158484,1436592.490563262,1920695.0325490348,0.4529532790210081,2.688639374568785,"['114945', '147127', '300234063254850', '300234063259260', '300234064115630', '300234065319870', '300234067209250', '300234067979120', '300234067979170', '300234067979180', '300534061753150', '300534062363630', '300534062484980']"
8,8,S3A,10,195,69.36095643161617,10.432711895358889,1201686.661552987,1692391.7017095287,0.4530066181880429,2.6885860354017503,"['300234063258900', '300234063259180', '300234063259190', '300234063259260', '300234063349960', '300234063945480', '300234064115560', '300234064115630', '300234064117500', '300234065702150', '300234067209250', '300234067979120', '300534060257390', '300534060351160', '300534061753150']"
9,9,S3A,10,309,69.82849142954603,12.486309924336403,968865.1767165522,1399229.2718908114,0.4525220135581018,2.6890706400316917,"['114917', '114945', '147145', '300234063259180', '300234063259260', '300234063349960', '300234063945480', '300234064115560', '300234064115630', '300234064115640', '300534061753150']"
10,10,S3A,10,423,70.29617456366782,14.517799700367172,738480.1868246326,1040984.91565176,0.4515834814405752,2.690009172149218,"['114917', '147144', '147145', '300234063258880', '300234063259200', '300234064115640', '300234066891150', '300234066899280', '300534062363340']"
11,11,S3A,10,509,67.49111870134641,2.065084409458768,2149862.803783362,2613714.573697377,0.452782061494923,2.68881059209487,"['300234063259260', '300234063940840', '300234063943700', '300234063944500', '300234065319870', '300234066917910']"
12,12,S3A,10,537,70.76390423984607,16.523359311068102,510955.6291959805,712737.766000968,0.4508806762611954,2.690711977328598,"['147145', '300234063943900', '300234064115560', '300234064115640', '300234066899280']"
13,13,S3A,10,623,67.95863451903013,4.172827872703571,1911072.29867005,2381619.5686481213,0.4528225253277857,2.688770128262008,"['300234063944800', '300234064111550', '300534061751190']"
14,14,S3A,10,651,71.23135140321061,18.498425751934164,286800.6452279154,253223.1537364334,0.4493595279461944,2.6922331256435985,['300234064115640']
15,15,S3A,10,737,68.42609901484441,6.272536403026441,1673168.1834340869,2156957.2229078645,0.4529474119078857,2.6886452416819075,"['300234064111550', '300234064113560', '300234065319870', '300234066790670', '300234066794670', '300234067209250', '300234067979120', '300234067979180', '300534062363580']"
16,16,S3A,10,765,71.69886879258095,20.44157100931883,66169.82658872074,52479.50873184678,0.4495115395958059,2.692081113993987,['145876']
17,17,S3A,12,311,44.581610624782016,12.485351944326208,34832.60389917116,27826.574254349616,0.444424262828935,2.697168390760858,[]
18,18,S3A,38,109,75.43898614939118,8.36075625681365,253738.3275213965,1497183.6531490055,0.4447072186844157,2.696885434905377,"['114917', '300234066891150', '300534060257390']"
19,19,S3A,38,223,75.9064608414166,10.433234793406893,18834.390995081725,92774.21310408309,0.4393196488445389,2.7022730047452543,['300534060257390']
20,20,S3A,38,537,74.03666792704817,2.066022776940684,966970.0796637026,2351539.3638188867,0.4456296640302997,2.695962989559493,"['300234062322970', '300234063254870', '300234063259260', '300234065319870', '300534061751160', '300534061751190', '300534061753150']"
21,21,S3A,38,651,74.50411586464432,4.173412239679738,728218.0430170295,1877433.32154575,0.4441085157152989,2.6974841378744943,"['145866', '300234064111550', '300234065702110', '300234066794670', '300534064401710']"
22,22,S3A,38,765,74.97159039577237,6.273115162094034,490312.8563225629,1659414.3834292125,0.4442605273649103,2.697332126224883,"['114917', '147144', '300234064115630', '300234064115640', '300234065701980', '300234067203600', '300534060351160', '300534062363580', '300534063317110', '300534064400720']"
23,23,S3A,40,111,50.19217658234858,8.358854529650994,804790.7558979458,657062.6374879014,0.4424015960099809,2.6991910575798124,"['300234063254830', '300234063348680', '300234063348720', '300234063349960', '300234063354000', '300234063354010', '300234063944560', '300234063944900', '300234063944940', '300234065411500', '300234065412630', '300234065412640', '300534061174370']"
24,24,S3A,40,339,51.127122201339176,12.485649093502328,336988.6454662578,283285.191010084,0.4427640718512893,2.698828581738504,"['300234063347940', '300234063348720', '300234063354010', '300234063943700', '300234063943920', '300234063944560', '300234063944760', '300234065411500']"
