,gu,ve
0,0.06033214549023917,0.14376250000000002
1,0.04330284095943133,-0.08264749999999998
2,-0.04528500252452093,0.027695000000000004
3,-0.058019777091573826,0.08616750000000001
4,,0.0037725000000000015
5,-0.018979694006553825,-0.03186
6,-0.024928197554496063,0.39627999999999997
7,0.03962521075480624,0.47004500000000005
8,0.06123926053833823,0.42122499999999996
9,0.12444493855472813,-0.12574
10,-0.021074871456991676,
11,0.11637777686614784,0.4579725
12,0.39908709408924004,0.544775
13,0.012392674098521406,-0.1254875
14,-0.05294599652799709,-0.09023500000000001
15,0.03834941214579878,0.0322825
16,-0.04348468265502013,-0.1299875
17,-0.11276878671429477,-0.0245275
18,-0.08758692765363438,0.1715825
19,-0.10695121164260488,0.12165000000000001
20,-0.18491267890523727,-0.19637000000000002
21,0.11643347331473844,0.1762225
22,0.163589727691134,0.661985
23,0.1635821396887075,0.8406525
24,0.1977291583311405,1.2082975
25,,-0.7432775
26,0.35726982457578177,0.15176500000000004
27,,0.006307499999999999
28,0.055062928848630815,0.504365
29,-0.06211801859275999,0.23150500000000002
30,0.04636932153838281,0.151235
31,0.010667915654804867,0.08222750000000001
32,-0.06052290142263561,-0.3166575
33,0.04426928391719622,-0.10679000000000001
34,0.10208096024466579,0.2507375
35,0.09225616235455364,0.20448500000000003
36,0.015735488788840523,0.1366475
37,0.09225616235455364,0.11699
38,0.017436415194056185,1.0775575000000002
39,-0.023843576426228273,-0.10981250000000001
40,-0.012742893375818366,-0.1320275
41,,-0.11439250000000001
42,-0.067408409627611,0.030762499999999998
43,0.053476467287474114,0.17778
44,-0.009936749354465247,-0.0521475
45,-0.020941373637135448,0.122005
46,-0.09362005096224375,0.13740750000000002
47,-0.03388272896042285,-0.448925
48,-0.027955188818745126,0.27851
49,0.12184033152195252,0.2903675
50,0.11659760453744197,0.120285
51,0.16017542422066805,0.4935975
52,,-0.38436000000000003
53,-0.043911318159168766,-0.2789975
54,0.031250447804168996,-0.03847250000000001
55,0.10345301375414634,0.3090475
56,0.10852650411801087,0.1248825
57,0.10346236474400183,0.25561
58,0.1174322367542932,0.20384999999999998
59,0.04045492363170433,0.0389525
60,0.01536502189202523,0.0735425
61,0.03571228397358274,-0.0474475
62,-0.02001542889352415,-0.029552500000000002
63,-0.028389514085937345,-0.051315
64,0.033287945986735866,0.4261275
65,0.040145698971576105,0.1192325
66,-0.06891462806968304,-0.4542775
67,-0.563947322279135,-0.409505
68,-0.07777698497255,-0.3668
69,-0.15112474799219816,-1.0031599999999998
70,-0.03369944003281594,-0.17389999999999997
71,0.18390241823847148,0.182685
72,-0.17168466394633133,0.010702500000000002
73,0.009777035817101279,-0.1002575
74,0.27734117584897283,1.0745825
75,-0.05998703026136119,-0.18362
76,0.02537693228297357,-0.0565575
77,0.0034437844300005977,0.1470725
78,0.057775142166795836,0.0307875
79,0.05750566211133463,-0.14313749999999997
80,-0.014756247477015871,0.16252
81,-0.012523737530448862,0.17042000000000002
82,0.053195895860456026,0.5972125
83,-0.09392531173907621,-0.40225750000000005
84,0.09774554322686178,0.334955
85,,0.089535
86,0.04910705160785103,0.06070249999999999
87,0.04067036914814954,0.09795
88,0.16000750775948344,0.6606025000000001
89,0.04156114285817787,0.1690125
90,0.3462982106298505,0.4415375
91,-0.07471536403824884,0.78874
92,-0.016956491839994165,-0.027595
93,0.03240267091549656,0.6246125
94,-0.0891350297273763,0.09364
95,0.03668116590995701,0.1761325
96,-0.000710840963500587,0.3927149999999999
97,-0.00033909628762434155,0.21939999999999998
98,0.43876356675705147,0.712905
99,-0.03852465605514732,-0.4977975
100,-0.1329927248513066,-0.31896749999999996
101,0.029275163687896233,0.29916750000000003
102,0.012120878521731162,0.0484425
103,0.02969698992515421,0.14956750000000002
104,0.09251095386332088,0.0773275
105,,-0.334445
106,-0.24334423035264652,-0.3883175
107,0.08146373309850069,0.06455999999999999
108,-0.05688143326539513,-0.16172999999999998
109,-0.08917547173793242,-0.5114225
110,0.04779571999067435,0.3137775
111,-0.011004522642260872,-0.1287775
112,0.007826896361069681,0.0869625
113,-0.005585302387543685,0.239
114,0.28158197569891724,0.20298750000000002
115,0.026345405850295517,0.4208125
116,-0.09540805169559849,0.249725
117,,0.73644
118,0.3888449629000523,0.31659
119,0.5157162941783044,0.8174775
120,0.36438882293188896,0.7604325
121,0.37007908820728075,1.1540500000000002
122,0.04483071835265397,-0.1407925
123,-0.12647492236524346,0.119215
124,-0.015841516712233106,0.06008333333333333
125,-0.15782237533749466,-0.2897325
126,-0.18094741817207236,-0.20905
127,-0.15782237533749466,-0.182855
128,-0.16865451792589925,-0.244485
129,0.020052292842018402,0.0829425
130,-0.03429277214127284,-0.148135
131,-0.04616037540176618,-0.2275525
132,0.04819331315859367,0.43807250000000003
133,-0.013774121736232964,-0.360725
134,-0.12841611105790665,-0.32731750000000004
135,-0.022160373930998477,0.19232749999999998
136,-0.023930511756184738,0.09168
137,0.012162397761559363,-0.14581750000000002
138,0.02481914373478835,0.1281525
139,0.16829885807377043,0.06704500000000001
140,0.009318016119625043,0.06093250000000001
141,0.038189739735229294,0.28167250000000005
142,0.14797079013796946,0.1799775
143,-0.04818856330564065,0.007785
144,0.008510024093008238,0.19889
145,-0.024818778540105044,0.21277749999999998
146,0.013133225616426223,0.15512750000000003
147,-0.08875976751069344,0.0619275
148,-0.04820099827796627,-0.14797
149,0.09472256889259231,0.0439225
150,-0.00978375717089676,-0.3341175
151,0.17378589987723528,0.30926
152,0.09237023321629131,0.5309349999999999
153,0.08249307316262264,0.03623
