,gu,ve,close_dist,lon_inters,lat_inters
0,-0.008481905914523585,-0.1423649999999998,10.08845607408079,94.14047103085358,8.36326782978126
1,-0.01303997591441694,-0.17402999999999993,14.907030491829723,94.14047103085358,8.36326782978126
2,-0.09497983677293727,-0.2584058333333333,12.379875659269711,94.14047103085358,8.36326782978126
3,0.01645513664697483,0.05983500000000001,8.997684717858407,94.14047103085358,8.36326782978126
4,0.24566226376018815,0.3864366666666668,7.665218566792768,94.60794862071828,10.435742966838522
5,0.24566226376018815,0.22605499999999995,14.46271160750104,94.60794862071828,10.435742966838522
6,-0.11144694033689491,0.30508416666666666,1.6644289081309198,92.7380651706875,2.068087998168504
7,0.2560530216090339,0.28786166666666674,5.101092639416689,93.20562838456794,4.176031240247064
8,-0.04516469675479522,0.1886825,6.736747135887942,69.36095643161617,10.432711895358889
9,,0.08629750000000003,10.975241245814964,69.82849142954603,12.486309924336403
10,0.09535490145895843,0.12057833333333341,9.562282780439174,69.82849142954603,12.486309924336403
11,0.096843886941994,-0.016401666666666655,3.471225103766427,69.82849142954603,12.486309924336403
12,0.025693963022054213,-0.030713333333333304,7.481127107789296,69.82849142954603,12.486309924336403
13,0.06288582042806742,0.30710249999999994,6.752705752843606,69.82849142954603,12.486309924336403
14,-0.008680410110165598,0.05307499999999993,9.170366014202154,70.29617456366782,14.517799700367172
15,0.026195172769087297,0.25346,8.872046539671402,70.29617456366782,14.517799700367172
16,0.027056956666603706,0.2673883333333334,12.345352612441339,70.29617456366782,14.517799700367172
17,-0.03759963595955772,0.4066158333333334,7.8058491039890425,70.29617456366782,14.517799700367172
18,0.24802492128503897,0.33413083333333404,10.769910339188689,67.49111870134641,2.065084409458768
19,0.2032405066560158,0.11655499999999996,4.361921794023715,67.49111870134641,2.065084409458768
20,0.00531016546727985,0.4170641666666664,12.717426144667652,70.76390423984607,16.523359311068102
21,0.019141426842328408,0.38783250000000036,13.871577996048288,68.42609901484441,6.272536403026441
22,0.08378973152515619,0.08504666666666674,2.994462222420515,71.69886879258095,20.44157100931883
23,0.2959945535657551,0.05161916666666648,12.574934624962625,74.03666792704817,2.066022776940684
24,0.2443882201876182,0.1674208333333333,9.146441121229163,74.97159039577237,6.273115162094034
25,0.35085427754728193,0.1885925,2.19243014914267,74.97159039577237,6.273115162094034
26,0.013826685725627978,0.3976891666666667,14.964489319626036,74.97159039577237,6.273115162094034
27,0.04146840348749366,-0.27670166666666657,13.945019336807896,51.127122201339176,12.485649093502328
28,-0.31700339828501506,-0.5639091666666667,5.300685131671598,51.127122201339176,12.485649093502328
29,0.15330720360754527,0.3838425,11.741050364592889,51.594810398373646,14.516942989599768
30,-0.39245395849368986,-0.010034166666666667,13.853168661174422,48.78971309685654,2.065428289013551
31,-0.9100784185448626,-0.548925,6.599759694833372,48.78971309685654,2.065428289013551
32,-0.1082873625956657,-0.2718216666666667,10.715898395233955,82.4520070488483,10.433819311020622
33,0.18368972962778476,0.061560833333333315,5.7330616186101,82.4520070488483,10.433819311020622
34,0.0935690723638679,0.11195666666666677,6.343533333436364,83.38735438782165,14.519290298303376
35,-0.30509418345129985,-0.40639416666666683,5.368443369452354,83.38735438782165,14.519290298303376
36,-0.250224546126018,0.2558525,7.9411510652725665,80.58221121822099,2.0666331313288047
37,0.4586013263726006,1.0031508333333332,13.943287240912925,80.58221121822099,2.0666331313288047
38,0.30503344763412693,0.6169558333333334,6.001104826531251,83.85500891594884,16.52442527274597
39,0.30191438114579505,0.6243916666666667,11.323355618753522,83.85500891594884,16.52442527274597
40,0.16239416735364945,0.2964708333333333,13.529369466172868,81.04964895909394,4.173975389320487
41,-0.0634267144208796,-0.11686666666666713,9.232770473633991,56.27010015896335,6.272081448920174
42,0.1166124018290842,0.002394166666666725,3.60797243925649,56.73747107815072,8.359519679095026
