,sat,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse
0,ERS1+ERS2+ENV+SRL,8,165,94.99389995379521,12.888479636554251,341023.91812338063,807117.78406282,0.4425287518242548,2.6990639017655385
1,ERS1+ERS2+ENV+SRL,8,251,94.27545804674428,9.706068941985723,701683.0844601088,1414582.3603224242,0.44412843720442885,2.6974642163853644
2,ERS1+ERS2+ENV+SRL,8,337,93.557013905591,6.480705986953477,1067077.5886746245,1734842.4306438176,0.44379569080206827,2.697796962787725
3,ERS1+ERS2+ENV+SRL,8,423,92.8381616965586,3.224636186417149,1435862.2685104571,2080277.6191703724,0.4435163907201255,2.6980762628696677
4,ERS1+ERS2+ENV+SRL,8,623,95.35299217531887,14.458852678878214,162993.55251338356,134286.98069663718,0.4399842144152696,2.7016084391745236
5,ERS1+ERS2+ENV+SRL,8,709,94.63435977397296,11.302065776894308,520829.4735093867,1046303.9229734543,0.442952254716612,2.6986403988731813
6,ERS1+ERS2+ENV+SRL,8,795,93.9158281133649,8.095946980524202,884103.563596433,1551719.3088417437,0.4436994113733425,2.6978932422164505
7,ERS1+ERS2+ENV+SRL,8,881,93.1971499151439,4.8534434600341285,1251390.9422972412,1896814.4024017893,0.443581443981446,2.6980112096083473
8,ERS1+ERS2+ENV+SRL,8,967,92.47862576559342,1.589655388321047,1621021.379287355,2274251.735528676,0.44351309184117005,2.698079561748623
9,ERS1+ERS2+ENV+SRL,10,81,70.56265035201831,16.012089766042923,556886.3980179332,783744.5486021041,0.4475799161892332,2.69401273740056
10,ERS1+ERS2+ENV+SRL,10,167,69.84405146073287,12.885085354320047,911435.872677108,1346396.9719581804,0.44906013576805826,2.6925325178217347
11,ERS1+ERS2+ENV+SRL,10,253,69.12562132307379,9.702806564299003,1272079.4795463306,1776073.1370387222,0.44956451683597926,2.6920281367538137
12,ERS1+ERS2+ENV+SRL,10,339,68.40715249189832,6.47750222832482,1637466.9328248692,2132227.278764252,0.44958110949073393,2.692011544099059
13,ERS1+ERS2+ENV+SRL,10,425,67.68828208336956,3.221477138184769,2006245.841648432,2493292.2450767867,0.44944981992471145,2.6921428336650814
14,ERS1+ERS2+ENV+SRL,10,453,71.64195422590839,20.570009151944866,39660.36822852981,33132.16609728692,0.44616898562959423,2.695423667960199
15,ERS1+ERS2+ENV+SRL,10,539,70.92185491255658,17.550339658903038,382399.38255493995,397437.1046989339,0.446290126186472,2.695302527403321
16,ERS1+ERS2+ENV+SRL,10,625,70.20312660468328,14.455399705379124,733412.5970731371,1041369.1832535615,0.44817400090052306,2.69341865268927
17,ERS1+ERS2+ENV+SRL,10,711,69.48450510299133,11.298677778976561,1091240.4239401864,1599393.7918626827,0.44957318580309635,2.6920194677866967
18,ERS1+ERS2+ENV+SRL,10,797,68.76597083171475,8.092794627028665,1454487.9290607728,1950427.412870948,0.44956026792694426,2.692032385662849
19,ERS1+ERS2+ENV+SRL,10,883,68.0472819442007,4.850235423144672,1821780.2134037241,2307715.4551997622,0.44952425676317986,2.6920683968266133
20,ERS1+ERS2+ENV+SRL,10,969,67.32883404606144,1.5870769860081244,2191339.4849121417,2664304.8193931673,0.4493577036822994,2.6922349499074936
21,ERS1+ERS2+ENV+SRL,10,997,71.28105468851643,19.07011170726319,209952.26002250402,179769.601079406,0.4458394613202173,2.6957531922695757
22,ERS1+ERS2+ENV+SRL,12,713,44.33469533872785,11.29780824696318,163007.79028249194,141598.40684354096,0.4410026312127224,2.700590022377071
23,ERS1+ERS2+ENV+SRL,38,367,76.31149439401194,6.477784165242445,237676.32408652178,672583.3328105522,0.43602845400392587,2.7055641995858672
24,ERS1+ERS2+ENV+SRL,38,453,75.59258334713135,3.221651584914001,606469.8959374905,1999626.9738956606,0.44038937884714585,2.7012032747426473
25,ERS1+ERS2+ENV+SRL,38,825,76.67028258617148,8.092787548941942,54728.270372619765,114424.95715127974,0.43511396475299524,2.706478688836798
26,ERS1+ERS2+ENV+SRL,38,911,75.95148282757349,4.849918283670068,422058.7097732411,1858027.4331153212,0.4404860903085386,2.7011065632812548
27,ERS1+ERS2+ENV+SRL,38,997,75.23312620014131,1.587045027149413,791587.0408775328,2161155.599893294,0.44005985453776875,2.7015327990520244
28,ERS1+ERS2+ENV+SRL,40,111,53.31708889388714,16.01019687357004,78201.21998730491,69700.50623499081,0.44083959136751877,2.700753062222274
29,ERS1+ERS2+ENV+SRL,40,197,52.598606749782284,12.884035197100898,432657.6660416985,298205.9684472231,0.4403422585718046,2.7012503950179885
30,ERS1+ERS2+ENV+SRL,40,283,51.880129860430614,9.701917049247683,793286.085181549,605004.9849564077,0.4400421767812408,2.7015504768085523
31,ERS1+ERS2+ENV+SRL,40,369,51.16154349938907,6.476463477093095,1158693.692497653,919355.1666849209,0.4401024093759163,2.701490244213877
32,ERS1+ERS2+ENV+SRL,40,455,50.4427940591193,3.2213674458717128,1527370.6461411298,1225822.6425991196,0.4396228027211011,2.701969850868692
33,ERS1+ERS2+ENV+SRL,40,655,52.957581699801715,14.453748037996261,254701.29311670145,217378.6059443739,0.44085360816151625,2.7007390454282767
34,ERS1+ERS2+ENV+SRL,40,741,52.23899968040331,11.297546531655922,612472.9031317773,439882.6146230946,0.4402464051437361,2.701346248446057
35,ERS1+ERS2+ENV+SRL,40,827,51.520364349219435,8.0915501935891,975736.2060421462,763966.6104721085,0.4400768881942656,2.7015157653955275
