Unnamed: 0,sat,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse,corrs,rmses,biass
0,TP+J1+J2+J3+S6A,3,66,75.1210195269844,9.811761304247316,179619.90371376715,1538449.3970695897,0.7143436743490658,2.4272489792407272,0.6812013817012786,0.14541192374454295,0.0531316568846108
1,TP+J1+J2+J3+S6A,3,168,72.28623797454709,1.9885434810985012,1099873.3879430746,2748301.077167768,0.7201399948798196,2.4214526587099736,,,
2,TP+J1+J2+J3+S6A,3,244,73.70362492079687,5.937058483784181,635750.4399160394,2301969.921004863,0.7205134194409518,2.4210792341488414,0.5382806502092001,0.19866116320008706,-0.02752664496677956
3,TP+J1+J2+J3+S6A,5,144,48.19121149561291,13.56977777509381,48639.55828957672,48915.12872160244,0.7020753974173584,2.4395172561724348,0.17011960808719306,0.2501537787702742,-0.05568514820710709
4,TP+J1+J2+J3+S6A,27,14,93.54700040202934,5.937695357493247,1208126.793197177,1834651.3369946512,0.7174670062811763,2.424125647308617,0.2486286918091431,0.2429749805089241,0.03853231108431667
5,TP+J1+J2+J3+S6A,27,90,94.9643326363426,9.812391558135973,752000.4093658285,1408153.4012147365,0.7179746634403902,2.423617990149403,0.5627042817703234,0.12625554392911076,-0.005769176448569219
6,TP+J1+J2+J3+S6A,27,166,96.38171059960482,13.570451053410222,308502.52905136213,249160.9341981293,0.7138138309470954,2.427778822642698,0.40433133591554027,0.16121717019449028,0.07166895861415543
7,TP+J1+J2+J3+S6A,27,192,92.12963784429202,1.989046443724232,1672261.5620026398,2080156.55833636,0.7138516990038636,2.427740954585929,,,
8,TP+J1+J2+J3+S6A,29,16,65.19952449396749,5.936834518260786,1739964.5469587266,2125054.064918544,0.7305817349596173,2.411010918630176,0.5232630886135096,0.1256028353217978,-0.020985222237202148
9,TP+J1+J2+J3+S6A,29,66,70.8689221682644,20.60666664842472,5230.042207036925,259865.21055584188,0.7280587694748409,2.413533884114952,-0.12100471233949887,0.13129720201016842,0.009981060503441138
10,TP+J1+J2+J3+S6A,29,92,66.61683105235024,9.811322066196702,1283863.2154401655,1840199.0936663863,0.7341073311510629,2.4074853224387303,0.6292609453880579,0.10635530109171851,-0.024722229313315913
11,TP+J1+J2+J3+S6A,29,168,68.03418681486406,13.569205686645187,840386.2624987301,1384641.254301407,0.7338550900055949,2.407737563584198,0.5393477695504604,0.09728176620133236,-0.02337288275646012
12,TP+J1+J2+J3+S6A,29,194,63.78218282691208,1.9884713906811788,2204066.349817578,1991889.328443221,0.7202198903703914,2.4213727632194018,,,
