,sat,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse
0,GFO,8,51,93.59112606401314,0.9124047785517249,1423945.5563067808,2251724.5430262988,0.7733076274402033,2.36828502614959
1,GFO,8,137,94.3287792555758,2.7690877700093703,1202846.2158260003,2130101.729695282,0.774414749806514,2.367177903783279
2,GFO,8,223,95.066490747999,4.620621994942425,982314.4809445014,2016724.4918302728,0.7757208982705979,2.365871755319195
3,GFO,8,309,95.804115993126,6.4638749097620565,762705.2580933262,1817045.6209906302,0.7760053836117067,2.3655872699780867
4,GFO,8,395,96.54186738061601,8.295493242230368,544380.9280317506,1612311.5389497187,0.7804055228138524,2.3611871307759404
5,GFO,8,481,97.27979200144466,10.112681687179142,327652.69260851835,1156161.1305736247,0.7780421349218561,2.363550518667937
6,GFO,10,53,68.50922053579319,0.9115422917941097,1635216.1070937673,2797279.068927813,0.7816554739592672,2.359937179630526
7,GFO,10,81,72.93551561997272,11.911197409957316,324183.00259133877,1413628.0922734828,0.7806431712084807,2.3609494823813124
8,GFO,10,139,69.24684760600914,2.768283462159166,1414111.9779047724,2675948.0677118995,0.7831406009727128,2.3584520526170802
9,GFO,10,167,73.67303558893558,13.689126477940489,111819.65403310867,842219.5145722798,0.7760709689325975,2.3655216846571956
10,GFO,10,225,69.98443873755977,4.619828048060357,1193584.2387091194,2449215.4506020425,0.7829982778145811,2.358594375775212
11,GFO,10,311,70.72212145008103,6.4630060567589815,973980.4444025296,2248368.07593418,0.7832710905539692,2.358321563035824
12,GFO,10,397,71.45985145316523,8.294639234440147,755655.542525018,2031012.111301465,0.7833062967420793,2.3582863568477137
13,GFO,10,483,72.19763893986674,10.111821748486593,538933.5722557232,1821185.6835248172,0.7833977895241732,2.35819486406562
14,GFO,12,83,47.853418251038235,11.910883135633936,252207.76842579825,198094.69832845608,0.7675372672521701,2.374055386337623
15,GFO,12,169,48.59090618575917,13.68866280728478,39860.986116481305,32886.29843377637,0.7678898361488394,2.373702817440954
16,GFO,38,23,81.05037103186237,10.11223701259096,1070243.3853098347,268258.87632861437,0.7718935601613239,2.369699093428469
17,GFO,38,81,77.36177242934873,0.9118915822261502,2166536.6241867957,2724611.537204108,0.7854736315413953,2.356119022048398
18,GFO,38,109,81.78811437180195,11.91132060084378,855528.8298818411,430551.28408900875,0.7747229762315795,2.3668696773582134
19,GFO,38,167,78.09925603631137,2.768092442685586,1945494.542549563,2144526.8655509995,0.7809014292655121,2.360691224324281
20,GFO,38,195,82.52566928712672,13.689258090454516,643163.6621786878,311034.07357360946,0.7755594443014743,2.366033209288319
21,GFO,38,253,78.83700454633798,4.619926286133403,1724931.3027519495,1963904.574611496,0.7813815680390409,2.3602110855507523
22,GFO,38,281,83.26342684859492,15.444265301533877,433337.9956279268,207721.66841319134,0.7764857843049073,2.365106869284886
23,GFO,38,339,79.57469592981268,6.462971183135939,1505341.5478287244,313622.6879804965,0.7696893799739503,2.371903273615843
24,GFO,38,367,84.00118207593165,17.173422161584273,226381.30724949832,100063.59490650959,0.7774133349133293,2.364179318676464
25,GFO,38,453,84.73877326694831,18.874442569512457,22554.69104932804,8761.806506673312,0.7785450714217965,2.3630475821679964
26,GFO,40,25,55.96817243153602,10.11168174092133,1801245.7918997284,784040.3893194398,0.7851860298442177,2.3564066237455754
27,GFO,40,53,60.39449144969549,20.544158837531462,553134.3368832285,452909.6151346551,0.7957615941937446,2.3458310593960485
28,GFO,40,83,52.2796716505863,0.9118919902810307,2897468.0397959263,1509058.371985184,0.7822102360781026,2.3593824175116906
29,GFO,40,111,56.705956143430555,11.910799685034496,1586527.939751393,609266.8552365856,0.7855705897735474,2.356022063816246
30,GFO,40,139,61.132107077450875,22.182328762274835,356281.2092214894,355829.72778657224,0.7972467212071901,2.344345932382603
31,GFO,40,169,53.01721606923848,2.7680712959430904,2676427.545734836,1335158.2075443254,0.7825628049747719,2.3590298486150214
32,GFO,40,197,57.44350591986496,13.688680464904584,1374170.5007714601,497094.06417149684,0.7865206915348716,2.3550719620549216
33,GFO,40,225,61.86985882687304,23.786959549799857,163149.49074097222,156503.56604850807,0.7971043980490584,2.3444882555407345
34,GFO,40,255,53.75495626015175,4.6197247875406555,2455885.1665434153,1206403.2906827142,0.7832417076708873,2.3583509459189056
35,GFO,40,283,58.18128565156344,15.443652910054732,1164348.9764969181,386357.12656540057,0.7875027253220652,2.3540899282677277
36,GFO,40,341,54.49261701699931,6.462885974734333,2236286.7535485937,1032023.7172680132,0.7836120922779356,2.3579805613118574
37,GFO,40,369,58.919038149984104,17.172793256636723,957395.2712077331,318299.97191907663,0.7890188426110273,2.352573810978766
38,GFO,40,427,55.23031217292097,8.294410175223554,2017977.2325659837,868798.7304530289,0.7840584525573888,2.3575342010324043
39,GFO,40,455,59.65671487681757,18.8735155843464,753596.4920279108,192982.26519619554,0.7899059940170581,2.351686659572735
40,GFO,66,51,89.90278823406018,10.112317975665357,1009959.7041193298,1155487.139485139,0.779027026976702,2.362565626613091
41,GFO,66,109,86.21422682168348,0.9121374172550729,2106235.0450169435,1741527.7104085751,0.774100649277591,2.367492004312202
42,GFO,66,137,90.64050343206159,11.911317046139756,795254.8593233812,1040264.3185628287,0.7801341493430128,2.36145850424678
43,GFO,66,195,86.95179613946276,2.768514628443346,1885171.2179713,1613312.5668894246,0.7749371173474858,2.366655536242307
44,GFO,66,223,91.37816125693773,13.689434389012444,582866.9642098675,935026.8694194325,0.7814402978070967,2.3601523557826964
45,GFO,66,281,87.68944668762119,4.620099161124103,1664637.5078691237,1499282.6398042713,0.7758634573509189,2.365729196238874
46,GFO,66,309,92.11581516799382,15.444239419168696,373066.15269834193,745158.1264060694,0.7817247831482055,2.3598678704415876
47,GFO,66,367,88.42730225083673,6.463573072041778,1444996.8393835423,1378948.082947086,0.7767910079593409,2.364801645630452
48,GFO,66,395,92.8535665158681,17.173280559508378,166121.39051698163,551802.5489550058,0.7861249223503511,2.355467731239442
49,GFO,66,453,89.16503617949176,8.295385573207687,1226653.974227765,1273140.9090342172,0.777922744467808,2.363669909121985
50,GFO,68,53,64.82067574385103,10.111845188314701,1355735.6271348833,1701000.464855379,0.7897524700732336,2.3518401835165594
51,GFO,68,81,69.24702698653508,20.544817115843813,107566.17094609958,380207.8785608081,0.788740167322447,2.352852486267346
52,GFO,68,111,61.13217612841523,0.9116185458141057,2452009.871633153,1920246.583697721,0.7795614656530364,2.362031187936757
53,GFO,68,139,65.5583132606979,11.910805564381764,1141038.4977059637,1586078.06767525,0.791237597086679,2.350355056503114
54,GFO,68,197,61.86970324980631,2.7679814737858797,2230949.87248142,1799369.8514577267,0.7805115674143605,2.3610810861754326
55,GFO,68,225,66.29599213352155,13.68898616338801,928643.7562359134,1367484.262447555,0.7910952739285473,2.350497379661246
56,GFO,68,283,62.60742351650747,4.619591697246259,2010411.3389316027,1677911.1451552527,0.7814936012015541,2.360099052388239
57,GFO,68,311,67.03366569592438,15.443780401901442,718843.6408158317,1176438.5747830898,0.7913680866679356,2.3502245669218578
58,GFO,68,369,63.34515795466915,6.463087831789058,1790774.0251404708,1597168.3951371966,0.7830097184905163,2.358582935099277
59,GFO,68,397,67.77139443318562,17.172926554320966,511889.3035455549,970451.3870171467,0.7914032928560456,2.3501893607337476
60,GFO,68,455,64.08291267554857,8.294847772353926,1572436.3824298317,1457318.0744900126,0.7838968698965469,2.357695783693246
61,GFO,68,483,68.50918526504967,18.873838068816152,308065.7699824541,773522.0139129101,0.7914947856381394,2.3500978679516535
62,GFO,94,137,95.06646521902559,0.9124525033417706,922127.7141188304,2351196.4112554207,0.7714878751689701,2.370104778420823
