,track_self,track_other,lons_inter,lats_inter
191,412,483,71.45979282874518,11.911464217766083
192,412,81,72.1975990373796,13.69008088918878
193,412,167,72.93508180814402,15.444520406391387
194,10,53,68.50922053579319,0.9115422917941097
195,10,139,69.24684760600914,2.768283462159166
196,10,225,69.98443873755977,4.619828048060357
197,10,311,70.72212145008103,6.4630060567589815
198,10,397,71.45985145316523,8.294639234440147
199,10,483,72.19763893986674,10.111821748486593
200,10,81,72.93551561997272,11.911197409957316
201,10,167,73.67303558893558,13.689126477940489
202,96,139,69.98462033559505,0.9115814926563427
203,96,225,70.7221853468431,2.767929606414242
204,96,311,71.4598726942129,4.619489691884339
205,96,397,72.19761680261786,6.463077408894602
206,96,483,72.93543756682071,8.294940085999613
207,96,81,73.67341489628188,10.111746982093853
208,96,167,74.41077569890287,11.910707759991343
209,182,225,71.45969820218406,0.9118913926729338
210,182,311,72.19734602974819,2.768405229599265
211,182,397,72.93508902667467,4.62031079261282
212,182,483,73.67294769685135,6.4638012859906535
213,182,81,74.41076432210777,8.295755186891231
214,182,167,75.14822963388995,10.11204182680841
215,268,311,72.9351440548482,0.9117361368089056
216,268,397,73.67282739687855,2.7684153934473885
217,268,483,74.41060819107302,4.620288715681964
218,268,81,75.14845776137504,6.464009491491661
219,268,167,75.88598380916224,8.2951877292197
220,354,397,74.41048737323078,0.9116609100468814
221,354,483,75.14835947881575,2.768743832845339
222,354,81,75.88621056509305,4.620628253665161
223,354,167,76.62367981561373,6.463489958524482
224,354,253,77.36030028205037,8.288901017187134
225,354,109,80.31256297819816,15.444912057313342
226,440,483,75.88613587992134,0.911947452268497
227,440,81,76.62391742338977,2.768976362087185
228,440,167,77.36135209763405,4.620122983225486
229,440,253,78.09922672766736,6.463556618052607
230,440,339,78.83681743391952,8.295065364846359
231,440,425,79.57429960501706,10.112611571883555
232,440,23,80.31250178849275,11.911627854663562
233,440,109,81.05028815589819,13.689957612294151
234,440,195,81.7878350190594,15.444524989276731
235,38,81,77.36177242934873,0.9118915822261502
236,38,167,78.09925603631137,2.768092442685586
237,38,253,78.83700454633798,4.619926286133403
238,38,339,79.57469592981268,6.462971183135939
239,38,425,80.31194414107769,8.29102000179916
240,38,23,81.05037103186237,10.11223701259096
241,38,109,81.78811437180195,11.91132060084378
242,38,195,82.52566928712672,13.689258090454516
243,38,281,83.26342684859492,15.444265301533877
244,38,367,84.00118207593165,17.173422161584273
245,38,453,84.73877326694831,18.874442569512457
246,124,167,78.83692146884923,0.911450617997394
247,124,253,79.574681609222,2.7681813128412736
248,124,339,80.31233165338723,4.6197801275613
249,124,425,81.05007716493434,6.4611281732147905
250,124,23,81.7880446921812,8.2954169113571
251,124,109,82.52578125801789,10.112248754125545
252,124,195,83.26333581923483,11.910908959995503
253,124,281,84.00110675697115,13.689461954113012
254,124,367,84.73882487273383,15.44434921758825
255,124,453,85.47662993838881,17.173407870223212
256,124,51,86.21436783262635,18.874378681966107
257,124,137,86.95191369095431,20.544897173449453
258,210,253,80.31230742796772,0.9115468210603931
259,210,339,81.05003957795743,2.7682357785083975
260,210,425,81.78772297848745,4.619815786348479
261,210,23,82.52569530565773,6.463756505707713
262,210,109,83.26342537495633,8.295598147101758
263,210,195,84.00097641456239,10.112083835435666
264,210,281,84.73874964026335,11.911151855986253
265,210,367,85.47647055976981,13.689673219087696
266,210,453,86.21423419182243,15.444587552638556
267,210,51,86.95204202817557,17.173580075676984
268,210,137,87.68965487409318,18.87420247601253
269,210,223,88.42735174072484,20.54472218074626
270,296,339,81.78768420207318,0.9116548765347031
271,296,425,82.52530189155152,2.768416495282947
272,296,23,83.2632774356136,4.620707084420192
273,296,109,84.00105291894432,6.464047318377851
274,296,195,84.73858539495095,8.295313282416274
275,296,281,85.47637008709901,10.112361221950408
276,296,367,86.21406943249175,11.911374428118588
277,296,453,86.95190999403405,13.689831333064214
278,296,51,87.68966968630755,15.44483133040506
279,296,137,88.42726844120155,17.173700196196197
280,296,223,89.16494494775336,18.874506700563675
281,296,309,89.90269238473296,20.544856689071633
282,382,425,83.26295972717251,0.9118514772150432
283,382,23,84.00093574948949,2.7690483492871723
284,382,109,84.73873173241283,4.620811009996446
285,382,195,85.47635795057685,6.463857041655084
286,382,281,86.21402761349958,8.295546177619038
287,382,367,86.95178503033645,10.112517870239063
288,382,453,87.68954841534912,11.911610493124131
289,382,51,88.42729541306272,13.690056603088276
290,382,137,89.1649442581131,15.444724051550955
291,382,223,89.90267465578656,17.17360446228629
292,382,395,91.37807358310202,20.544821393166494
293,382,309,90.64039296251934,18.87434435560234
294,468,425,83.61353578824912,0.028654352267163643
295,468,23,84.7388019979203,0.9120487148151198
296,468,109,85.47651672062348,2.768949141967197
297,468,195,86.21409072778154,4.620210913609505
298,468,281,86.9518369788785,6.4635179307039445
299,468,367,87.68955011066036,8.295190796444615
300,468,453,88.42739567567253,10.112256808398083
301,468,51,89.16512423900859,11.911370366500348
302,468,137,89.90275913655147,13.689661630939922
303,468,223,90.64046253711582,15.444309917569
304,468,395,92.1158928583852,18.874120875814402
305,468,309,91.37813681730348,17.17336740226079
306,66,109,86.21422682168348,0.9121374172550729
307,66,195,86.95179613946276,2.768514628443346
308,66,281,87.68944668762119,4.620099161124103
309,66,367,88.42730225083673,6.463573072041778
310,66,453,89.16503617949176,8.295385573207687
311,66,51,89.90278823406018,10.112317975665357
312,66,137,90.64050343206159,11.911317046139756
313,66,223,91.37816125693773,13.689434389012444
314,66,395,92.8535665158681,17.173280559508378
315,66,309,92.11581516799382,15.444239419168696
316,152,195,87.68937165658498,0.9121238388042582
317,152,281,88.4270913193499,2.768680914042421
318,152,367,89.16492671590515,4.620526659001092
319,152,453,89.90264403698593,6.46409043524992
320,152,51,90.64037465287565,8.295776757137743
321,152,137,91.37804473978292,10.11256031299427
322,152,223,92.11572535631045,11.911396819824377
323,152,395,93.59111641632884,15.444488196632644
324,152,309,92.85348071395549,13.6898647063926
325,152,481,94.3290014383859,17.17398624196015
326,238,281,89.16466985717032,0.9123592125723334
327,238,367,89.90245428126576,2.7691563613582115
328,238,453,90.64026050327422,4.620941604868904
329,238,51,91.37790212385839,6.46449368035159
330,238,137,92.11560116595822,8.295972177917786
331,238,223,92.85329592287465,10.11259175933041
332,238,395,94.32863555513869,13.68999575557161
333,238,309,93.59099859345136,11.911641136727452
334,238,481,95.0666158248226,15.445076759270723
335,324,367,90.6400650841757,0.912472440215559
336,324,453,91.37779577645773,2.7694502172617823
337,324,51,92.11563923392713,4.621123799840318
338,324,137,92.8533205193319,6.464488496038353
339,324,223,93.59099619296875,8.295725152090872
340,324,395,95.06635124764368,11.911574690503878
341,324,79,96.54202704357458,15.445295380715027
342,324,309,94.32871204592142,10.112695002828461
343,324,481,95.80423933992134,13.690244487512333
344,410,453,92.11553536034846,0.9125600201810237
345,410,51,92.85328500868134,2.76958367784869
346,410,137,93.59094577606197,4.621133347943992
347,410,223,94.3286179066406,6.464293852937164
348,410,395,95.80399210900879,10.11270638911714
349,410,79,97.27965019598915,13.690426825474926
350,410,309,95.06628442510647,8.295726796746871
351,410,481,96.54190802052129,11.912133907567782
352,8,51,93.59112606401314,0.9124047785517249
353,8,137,94.3287792555758,2.7690877700093703
354,8,223,95.066490747999,4.620621994942425
355,8,395,96.54186738061601,8.295493242230368
356,8,309,95.804115993126,6.4638749097620565
357,8,481,97.27979200144466,10.112681687179142
358,94,137,95.06646521902559,0.9124525033417706
359,94,223,95.80404847537123,2.7688414966703205
360,94,395,97.27953641884648,6.463888027914724
361,94,309,96.54170490333725,4.619687749030672
362,94,481,98.01740453730756,8.295975288523675
363,180,223,96.54151681460783,0.9128055256644805
364,180,309,97.27927504969784,2.7696336938242836
365,180,481,98.75484897710254,6.464857911011136
366,266,309,98.0169633532936,0.9128318929168742
